NACA,18
0.000000 0.000000
0.001001 0.003330
0.002002 0.006446
0.003003 0.009356
0.004004 0.012069
0.005005 0.014593
0.006006 0.016938
0.007007 0.019113
0.008008 0.021127
0.009009 0.022987
0.010010 0.024705
0.011011 0.026287
0.012012 0.027743
0.013013 0.029082
0.014014 0.030313
0.015015 0.031444
0.016016 0.032485
0.017017 0.033444
0.018018 0.034330
0.019019 0.035151
0.020020 0.035918
0.021021 0.036639
0.022022 0.037322
0.023023 0.037977
0.024024 0.038612
0.025025 0.039236
0.026026 0.039856
0.027027 0.040474
0.028028 0.041090
0.029029 0.041702
0.030030 0.042311
0.031031 0.042916
0.032032 0.043517
0.033033 0.044114
0.034034 0.044707
0.035035 0.045295
0.036036 0.045877
0.037037 0.046454
0.038038 0.047026
0.039039 0.047593
0.040040 0.048153
0.041041 0.048706
0.042042 0.049252
0.043043 0.049791
0.044044 0.050323
0.045045 0.050847
0.046046 0.051363
0.047047 0.051872
0.048048 0.052371
0.049049 0.052862
0.050050 0.053344
0.051051 0.053816
0.052052 0.054279
0.053053 0.054734
0.054054 0.055180
0.055055 0.055618
0.056056 0.056047
0.057057 0.056469
0.058058 0.056883
0.059059 0.057290
0.060060 0.057690
0.061061 0.058083
0.062062 0.058469
0.063063 0.058850
0.064064 0.059224
0.065065 0.059593
0.066066 0.059956
0.067067 0.060315
0.068068 0.060668
0.069069 0.061017
0.070070 0.061361
0.071071 0.061701
0.072072 0.062037
0.073073 0.062370
0.074074 0.062699
0.075075 0.063025
0.076076 0.063348
0.077077 0.063668
0.078078 0.063985
0.079079 0.064300
0.080080 0.064611
0.081081 0.064920
0.082082 0.065227
0.083083 0.065530
0.084084 0.065831
0.085085 0.066129
0.086086 0.066424
0.087087 0.066716
0.088088 0.067005
0.089089 0.067291
0.090090 0.067576
0.091091 0.067857
0.092092 0.068136
0.093093 0.068411
0.094094 0.068685
0.095095 0.068955
0.096096 0.069223
0.097097 0.069487
0.098098 0.069750
0.099099 0.070009
0.100100 0.070266
0.101101 0.070520
0.102102 0.070772
0.103103 0.071020
0.104104 0.071267
0.105105 0.071510
0.106106 0.071752
0.107107 0.071990
0.108108 0.072227
0.109109 0.072460
0.110110 0.072692
0.111111 0.072921
0.112112 0.073148
0.113113 0.073372
0.114114 0.073593
0.115115 0.073812
0.116116 0.074030
0.117117 0.074245
0.118118 0.074457
0.119119 0.074667
0.120120 0.074875
0.121121 0.075081
0.122122 0.075285
0.123123 0.075487
0.124124 0.075686
0.125125 0.075883
0.126126 0.076078
0.127127 0.076272
0.128128 0.076463
0.129129 0.076653
0.130130 0.076840
0.131131 0.077025
0.132132 0.077208
0.133133 0.077389
0.134134 0.077569
0.135135 0.077747
0.136136 0.077922
0.137137 0.078096
0.138138 0.078268
0.139139 0.078439
0.140140 0.078607
0.141141 0.078774
0.142142 0.078940
0.143143 0.079103
0.144144 0.079265
0.145145 0.079425
0.146146 0.079584
0.147147 0.079741
0.148148 0.079896
0.149149 0.080050
0.150150 0.080203
0.151151 0.080354
0.152152 0.080503
0.153153 0.080651
0.154154 0.080798
0.155155 0.080942
0.156156 0.081086
0.157157 0.081228
0.158158 0.081369
0.159159 0.081508
0.160160 0.081646
0.161161 0.081782
0.162162 0.081917
0.163163 0.082051
0.164164 0.082183
0.165165 0.082314
0.166166 0.082444
0.167167 0.082571
0.168168 0.082698
0.169169 0.082823
0.170170 0.082947
0.171171 0.083070
0.172172 0.083191
0.173173 0.083311
0.174174 0.083429
0.175175 0.083547
0.176176 0.083663
0.177177 0.083777
0.178178 0.083891
0.179179 0.084003
0.180180 0.084114
0.181181 0.084224
0.182182 0.084332
0.183183 0.084440
0.184184 0.084546
0.185185 0.084650
0.186186 0.084754
0.187187 0.084856
0.188188 0.084957
0.189189 0.085057
0.190190 0.085155
0.191191 0.085253
0.192192 0.085349
0.193193 0.085444
0.194194 0.085538
0.195195 0.085631
0.196196 0.085722
0.197197 0.085813
0.198198 0.085902
0.199199 0.085991
0.200200 0.086078
0.201201 0.086163
0.202202 0.086248
0.203203 0.086332
0.204204 0.086415
0.205205 0.086497
0.206206 0.086577
0.207207 0.086656
0.208208 0.086735
0.209209 0.086812
0.210210 0.086888
0.211211 0.086963
0.212212 0.087037
0.213213 0.087111
0.214214 0.087183
0.215215 0.087254
0.216216 0.087324
0.217217 0.087393
0.218218 0.087461
0.219219 0.087528
0.220220 0.087594
0.221221 0.087659
0.222222 0.087723
0.223223 0.087786
0.224224 0.087848
0.225225 0.087909
0.226226 0.087969
0.227227 0.088028
0.228228 0.088086
0.229229 0.088143
0.230230 0.088199
0.231231 0.088254
0.232232 0.088309
0.233233 0.088362
0.234234 0.088414
0.235235 0.088465
0.236236 0.088516
0.237237 0.088566
0.238238 0.088615
0.239239 0.088662
0.240240 0.088709
0.241241 0.088755
0.242242 0.088800
0.243243 0.088844
0.244244 0.088888
0.245245 0.088930
0.246246 0.088972
0.247247 0.089013
0.248248 0.089052
0.249249 0.089091
0.250250 0.089130
0.251251 0.089167
0.252252 0.089203
0.253253 0.089238
0.254254 0.089273
